X1,X2,X3,X4,X5,X6
0,0,0,0.001157233,1,8.05E-04
0,0,0,6.54E-04,1,5.53E-04
0,0,0,9.56E-04,1,0.001157233
0,0,0,0.001106918,1,9.56E-04
0,0,0,0.001207547,1,0.001308176
0,0,0.04,9.06E-04,1,5.03E-04
0,0,0,0.001408805,1,0.001006289
0,0,0,0.001207547,1,6.04E-04
0,0,0,0.001106918,1,0.001006289
0,0,0,0.001358491,1,0.001408805
0,0,0,0.001157233,1,0.001157233
0,0,0,9.06E-04,1,5.03E-04
0,0,0,0.001207547,1,0.001006289
0,0,0,0.001207547,1,0.001056604
0,0,0,0.001257862,1,8.55E-04
0,0,0,0.001157233,1,8.55E-04
0,0,0,9.06E-04,1,6.54E-04
0,0,0,8.05E-04,1,0.001106918
0,0,0,0.001710692,1,0.001207547
0,0,0,9.06E-04,1,9.06E-04
0,0,0,0.001207547,1,8.05E-04
0,0,0,0.001408805,1,9.06E-04
0,0,0,0.001610063,1,0.001106918
0,0,0,0.001509434,1,0.001308176
0,0,0,0.001106918,1,9.56E-04
0,0,0,0.001006289,1,0.001006289
0,0,0,0.001559748,1,0.001056604
0,0,0,0.001408805,1,0.001459119
0,0,0,0.001006289,1,8.55E-04
0,0,0,0.001006289,1,0.001106918
0,0,0,0.001056604,1,8.55E-04
0,0,0,0.001106918,1,0.001056604
0,0,0,8.05E-04,1,6.54E-04
0,0,0,8.05E-04,1,7.04E-04
0,0,0,5.53E-04,1,0.001006289
0,0,0,9.56E-04,1,0.001106918
0,0,0,9.06E-04,1,0.001006289
0,0,0,6.54E-04,1,6.54E-04
0,5.03E-05,0,0.001509434,1,0.001257862
0,0,0,0.001157233,1,0.001308176
0,0,0,0.001006289,1,8.55E-04
0,0,0,0.001106918,1,0.001157233
0,0,0,0.001056604,1,9.56E-04
0,0,0,0.001660377,1,0.001509434
0,0,0,0.001106918,1,8.05E-04
0,0,0,0.001207547,1,7.55E-04
0,0,0,9.06E-04,1,6.54E-04
0,0,0,0.001257862,1,6.04E-04
0,0,0,6.04E-04,1,7.04E-04
0,0,0,0.001157233,1,9.06E-04
0,0,0,0.001610063,1,0.001408805
0,0,0,0.001106918,1,0.001106918
0,0,0,0.001559748,1,0.001207547
0,0,0,0.001358491,1,6.04E-04
0,0,0,0.001207547,1,0.001459119
0,0,0,0.001157233,1,0.001006289
0,0,0,0.001056604,1,9.06E-04
0,0,0,9.06E-04,1,9.56E-04
0,0,0,0.001056604,1,0.001056604
0,0,0,0.001358491,1,0.001660377
0,0,0,0.001308176,1,8.55E-04
0,0,0,0.001157233,1,8.55E-04
0,0,0,0.001308176,1,0.001257862
0,0,0,0.001358491,1,0.001308176
0,0,0,0.001257862,1,0.001157233
0,0,0,0.001207547,1,0.001308176
0,0,0,9.56E-04,1,0.001056604
0,0,0,9.56E-04,1,7.55E-04
0,0,0,9.06E-04,1,0.001056604
0,0,0,0.001408805,1,8.55E-04
0,0,0,9.56E-04,1,0.001056604
0,0,0,8.55E-04,1,8.55E-04
0,0,0,0.001408805,1,0.001408805
0,0,0,0.001408805,1,0.001308176
0,0,0,0.001106918,1,0.001106918
0,0,0,0.001056604,1,8.55E-04
0,0,0,0.001207547,1,0.001308176
0,0,0,0.001006289,1,8.05E-04
0,0,0,0.001056604,1,5.53E-04
0,0,0,9.06E-04,1,0.001157233
0,0,0,9.06E-04,1,6.04E-04
0,0,0,0.001509434,1,0.001358491
0,0,0,8.55E-04,1,0.001056604
0,0,0,9.06E-04,1,9.06E-04
0,0,0,0.001459119,1,0.001358491
0,0,0,9.56E-04,1,0.001056604
0,0,0,0.001358491,1,7.55E-04
0,0,0,0.001408805,1,0.001207547
0,0,0,0.001207547,1,8.55E-04
0,0,0,0.001157233,1,9.56E-04
0,0,0,0.001106918,1,9.06E-04
0,0,0,0.001106918,1,6.54E-04
